#Timestamp	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	Energy[J]	Run Duration (s)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE	L1D_TLB_REFILL	INST_RETIRED	EXC_TAKEN	EXC_RETURN	BR_MIS_PRED	BR_PRED	MEM_ACCESS	L1I_CACHE	L1D_CACHE_WB	L2D_CACHE	L2D_CACHE_REFILL	L2D_CACHE_WB	BUS_ACCESS	INST_SPEC	TTBR_WRITE_RETIRED	BUS_CYCLES	L1D_CACHE_LD	L1D_CACHE_ST	L1D_CACHE_REFILL_LD	L1D_CACHE_REFILL_ST	L1D_CACHE_WB_VICTIM	L1D_CACHE_WB_CLEAN	L1D_CACHE_INVAL	L1D_TLB_REFILL_LD	L1D_TLB_REFILL_ST	L2D_CACHE_LD	L2D_CACHE_ST	L2D_CACHE_REFILL_LD	L2D_CACHE_REFILL_ST	L2D_CACHE_WB_VICTIM	BUS_ACCESS_LD	BUS_ACCESS_ST	BUS_ACCESS_NOT_SHARED	BUS_ACCESS_NORMAL	BUS_ACCESS_PERIPH	MEM_ACCESS_LD	MEM_ACCESS_ST	UNALIGNED_LD_SPEC	UNALIGNED_ST_SPEC	UNALIGNED_LDST_SPEC	LDREX_SPEC	STREX_PASS_SPEC	STREX_FAIL_SPEC	LD_SPEC	ST_SPEC	LDST_SPEC	DP_SPEC	ASE_SPEC	VFP_SPEC	PC_WRITE_SPEC	BR_IMMED_SPEC	BR_RETURN_SPEC	BR_INDIRECT_SPEC	ISB_SPEC	DSB_SPEC	DMB_SPEC	EXC_SVC	EXC_PABORT	EXC_DABORT	0EXC_IRQ	0EXC_SMC	0RC_LD_SPEC	0RC_ST_SPEC
267	streamcluster	3	1224	37	5.048	1.048	2.751	2.625	1495802414	11550348	1612466	10129872	437809305	4795613	1044581982	122392	122392	7944846	223776305	437226949	549809291	3979388	41937426	4626310	1279447	28705772	1337964930	1791692	1514216220	252754465	185701008	8275280	1733159	3759350	112163	19101	4339685	538216	29753919	11881965	3695753	970610	1279819	18041277	9937438	27978715	27974826	4223	249345517	188182539	923580	59411	982864	3696042	3643537	144	288483103	143705877	432629979	622448299	2047359	16160	223144276	194773901	23641793	28334978	1816982	159682	3327308	35070	9768	77833	548	325	451108	2450409
268	streamcluster	1	1428	37	5.04	1.288	3.703	2.875	1541484791	11485802	1605603	10128903	441958745	4776108	1044107970	122701	122701	7889871	222884359	435481581	547328304	3967367	41498370	4468634	1272399	28051581	1319254738	1787264	1522193737	249133965	186436203	8354992	1777764	3844455	111505	15618	4353427	535367	29826179	12135310	3552960	954153	1264245	17856436	9929073	27785509	27782142	3233	247254268	186526888	1031950	58738	1090245	3688320	3635949	126	287771579	145189341	437407015	630244753	2053604	16254	224269855	195768477	23771220	28465984	1813339	159523	3227792	35067	9701	77471	416	326	453309	2475956
269	streamcluster	2	1428	37	5.04	1.33	3.6575	2.75	1521587592	11461374	1595337	9993524	435196252	4775351	1045911564	122754	122754	7969954	224994984	438963330	551452747	3986947	41398819	4505367	1269467	28100666	1312158205	1785040	1513482492	247678890	186731927	8327779	1760780	3811526	114727	15535	4359089	536586	29679387	11910976	3437403	927282	1230746	18423789	10064159	28487948	28484548	3323	251307536	189337320	1031127	59110	986226	3726835	3674058	174	288827149	144158560	433985287	624792502	2052126	16298	224254641	195702065	23823365	28517179	1813505	157294	3319534	35070	9736	77554	480	326	454656	2559101
270	streamcluster	3	1428	37	5.04	1.209	3.173625	2.625	1507113103	11311523	1590840	9960928	432319439	4809857	1050688962	122744	122744	7923700	224805626	438534909	550788784	3919009	41639057	4500585	1269485	28150412	1309495383	1783948	1512319543	247019437	188044920	8384593	1782696	3860012	114930	18095	4368224	541293	29547096	11903152	3597365	954126	1250218	18261145	10078490	28339635	28335678	3348	250291899	188605279	929139	59379	984113	3703889	3651299	127	288402646	143515597	431512401	620889422	2054408	16013	223590672	195201833	23660083	28353453	1814689	159525	3297644	35070	9396	76906	363	321	453345	2497396
271	streamcluster	1	1479	37	5.032	1.408	3.696	2.625	1531665135	11445440	1591347	10125188	436325057	4807952	1035669094	121844	121844	7900665	225535135	440085888	551650021	3978014	41461207	4440175	1247389	27657834	1313459258	1787684	1526932970	247958841	185796686	8347681	1762775	3793590	112775	17064	4325182	539925	29750134	11910830	3553592	948046	1252231	17860182	9951746	27811928	27808286	3367	249571624	188410131	1038297	59985	1207885	3681603	3628751	260	288149596	143901160	433790913	624917757	2054322	16085	224244894	195739433	23781413	28470077	1819665	158566	3520492	35070	9758	77170	473	329	452330	2486542
272	streamcluster	2	1479	37	5.032	1.368	3.591	2.625	1540388203	11457659	1632871	9979560	438170480	4787157	1046032528	122441	122441	8066358	227622495	443982514	556461510	4047831	41610020	4556626	1268343	28290606	1321090405	1787900	1536187800	249456955	185231029	8246452	1749329	3750392	111872	16605	4375202	540780	29777923	11964332	3597628	965569	1259967	18249775	9995639	28245414	28242166	3650	248814790	187786006	1032864	58978	982908	3676292	3622501	146	287884827	142685028	429330623	617424647	2050696	16239	223978286	195548262	23701858	28394638	1815011	160543	3268704	35061	9736	77249	414	337	455374	2633325
273	streamcluster	3	1479	37	5.032	1.368	3.762	2.75	1535296252	11466369	1647072	10273157	437162893	4781163	1051466173	123064	123064	7924854	224434503	438006036	551381908	3995816	41371691	4524167	1268780	28221323	1309451990	1785124	1522764668	247411348	186263766	8306780	1773015	3800966	116447	17218	4319387	534328	29373522	11773648	3553914	963354	1274360	18076099	9982615	28058714	28055509	3181	247589637	186690506	1033553	59350	1094568	3687261	3634619	139	288292051	143923264	433270087	623612850	2156640	16301	223636348	195222962	23683554	28377994	1816255	159306	3358946	35070	9413	76877	469	327	452399	2495544
274	vips	1	102	35	5.072	0.243	3.8849625	15.9875	1586735550	15189943	2054636	13063336	498266881	6354932	1256270179	131166	131166	9156076	253737868	503836910	632197370	5395125	53486337	6436721	1435726	36851630	1532514194	1817508	1589677964	287977252	214259143	10164128	3108966	5318107	173275	75974	5093372	1333243	38786285	14913447	5244318	1200283	1437035	25540922	10963055	36503977	36469278	34370	291304898	214553387	1395497	72808	1464805	3814786	3741242	224	334502249	163282429	498169027	721272440	3423653	28539801	254453377	220735782	27803555	33681458	1884725	168678	3493800	35809	10178	78441	4547	344	559706	2688350
275	vips	2	102	35	5.072	0.243	3.58425	14.75	1597423549	15322189	2080255	13012603	500175719	6337931	1238301278	130104	130104	9091281	251055221	499286157	626192114	5367392	53716822	6572711	1440572	37413365	1535055827	1818768	1597118125	288470930	215211425	10239625	3127437	5394295	166722	73164	5137107	1333149	39301067	15200851	5366847	1189053	1448134	26300659	11183944	37484603	37454133	34395	288466532	212523256	1041129	72749	1219244	3829576	3755142	191	332902108	162567623	495638297	717182487	3414239	28536276	255569905	221651958	27997747	33881800	1892412	170853	3524573	35808	9833	78803	5085	332	558841	2669384
276	vips	3	102	35	5.064	0.243	3.128625	12.875	1607905368	15318581	2073777	13166164	503699834	6381667	1242945329	130023	130023	9158611	253108184	502654039	629599947	5406150	53460082	6601311	1453199	37636722	1541806381	1819744	1602958688	289723945	212247099	10023058	3091824	5232985	163762	71617	5093736	1334050	39153383	14896177	5235353	1197110	1434894	26600396	11354930	37955326	37922899	35889	292930334	215545631	1040584	73805	1340144	3824790	3751390	260	333676324	163596350	498691521	722534582	3407648	28471494	252617093	219269908	27436120	33311037	1884338	170670	3385826	35810	10231	78481	5187	333	560093	2745230
277	vips	1	204	35	5.072	0.324	2.1465	6.625	1565399115	13648710	1864443	12455175	493826535	6187210	1221353270	127320	127320	8637511	248195630	491471966	612392329	5139208	49967809	5935204	1361598	34476727	1512705363	1815804	1565084082	284752933	207064584	9412445	2971780	4950158	138945	41357	4973588	1315357	35852979	14513547	5005225	1130515	1395547	24278408	10784786	35063194	35045665	17595	285231385	209816017	1027680	73089	1453370	3802907	3739804	200	327888847	159461446	485639818	702681071	3527710	28526670	252036406	218794175	27381517	33206094	1866722	164721	3632875	35808	9518	78770	2681	343	507203	2658214
278	vips	2	204	35	5.064	0.324	2.268	7	1551939704	13517852	1833835	12292939	492230761	6219306	1216835296	127152	127152	8832451	251067698	496833182	620129678	5272484	49791277	5598714	1371327	33051358	1517199278	1815768	1561181909	285864494	207504691	9312217	2974028	4946279	137962	41530	5014648	1318948	35319866	14235884	4454501	1098494	1376478	22352196	10727940	33080136	33063932	16408	287119707	211035242	1137702	72397	1210416	3792927	3730343	189	327176754	158617545	482904073	698506635	3536656	28517344	249854250	216965695	27032818	32852411	1865451	167164	3478739	35809	10127	78717	2667	326	504886	2691879
279	vips	3	204	35	5.072	0.324	2.187	6.75	1561445416	13517078	1866410	12460441	492461990	6213021	1221298115	127265	127265	8776178	250589501	495834376	619041366	5191669	50248638	6075811	1392383	35121285	1535429317	1820912	1587101539	289417561	208298148	9449865	2983902	4968853	140984	46813	5014017	1321439	35913219	14349491	4883499	1156549	1417715	23811805	10783653	34595458	34577626	18024	283862117	208792959	1138061	71797	1457315	3907854	3845345	211	331604679	159150113	484573202	700877609	3405607	28523746	252913753	219516450	27537688	33361166	1866511	164821	3492233	35808	9853	78497	2679	339	505208	2561976
280	vips	1	307	35	5.072	0.365	2.235625	6.125	1545074464	12853049	1783363	12239550	486555093	6075608	1209026607	125913	125913	8468769	246387536	487479419	606975255	5003078	48420388	5411826	1348483	32220548	1504448565	1813216	1556408168	282858569	206033151	9136518	2977614	4901863	129957	32844	4863532	1306256	34158796	14071584	4396880	1088476	1369744	21859889	10694328	32554217	32542614	12843	283542106	208496980	1647605	72759	1369892	3787950	3728719	144	326101212	159461699	485757637	703426675	3409946	28527571	249154909	216419058	26898390	32699721	1852604	162753	3377780	35808	9849	78504	1847	323	489639	2606964
281	vips	2	307	35	5.072	0.364	1.911	5.25	1553232004	12815870	1798243	12064118	488582524	6099972	1211745395	126596	126596	8674098	247193472	489571363	612050299	5136755	48705584	5612531	1363007	33063906	1509581823	1815224	1567060618	284444172	207591181	9225473	2948848	4908901	130356	37730	4889077	1304671	34281358	13876375	4603599	1072720	1378546	22788297	10856802	33645099	33633310	12277	283689161	208585735	1650571	72192	1367033	3911029	3851763	190	328822791	158747331	483568634	699742382	3437191	28621820	247822368	215373784	26610975	32412447	1854829	164868	3421782	35808	9530	78224	1987	325	491689	2672469
282	vips	3	307	35	5.072	0.364	2.002	5.5	1565802097	12825568	1763101	12035507	493268676	6113446	1210168511	125905	125905	8598770	248071549	490603068	610908811	5087252	48244526	5561106	1352020	32794940	1511671904	1815600	1566718447	285000150	206722591	9195438	2969516	4899210	128716	32671	4937293	1304743	34540353	14066273	4482018	1084175	1353166	23326961	10914047	34241008	34228579	12338	281971804	207514642	1025795	72198	1212251	3772440	3712693	146	325328564	159050563	484193355	701049041	3424869	28437019	251183054	218137356	27208045	33009564	1853932	164267	3379432	35808	9795	78777	1944	329	486767	2529428
283	vips	1	403	35	5.072	0.405	1.8225	4.5	1563614132	12500000	1717846	11899177	489601943	6130872	1214007861	126111	126111	8443439	247771361	489264696	608313457	4970178	47417741	5371599	1355797	32194472	1504004572	1816564	1570185345	283410892	207357535	9057640	2953852	4880290	127562	26779	4850717	1301862	33224089	13676091	4331264	1056451	1361257	21636857	10747670	32384527	32374935	9396	281946266	207396190	1134012	72639	1206944	3824362	3766441	155	325416584	157456485	479400348	693552523	3413643	28517427	248586947	215898426	26860823	32652388	1854936	164738	3503557	35805	9847	78794	1475	329	483040	2587236
284	vips	2	403	35	5.064	0.445	1.946875	4.375	1555291632	12521207	1746618	12331970	485508139	6076520	1206977931	125757	125757	8665426	248081874	490424064	612805691	5038048	47886576	5447846	1351231	32443060	1492859576	1811568	1560951781	281330616	206930945	9085350	2925336	4852173	127004	27995	4898141	1306931	33835812	14055550	4396605	1069908	1342821	21862417	10563230	32425647	32415723	9586	283655527	208565605	1377668	72300	1319556	3817454	3759642	191	324774504	158772788	483657111	700397554	3540436	28548070	248188104	215627281	26732135	32524692	1849763	161953	3353554	35805	9852	78754	1496	331	482749	2560950
285	vips	3	403	35	5.064	0.445	1.89125	4.25	1563857632	12411283	1742320	11970371	490616520	6123878	1200567963	125170	125170	8419676	248598274	490796572	609536443	4967323	47608424	5368740	1343696	32076533	1488150502	1812348	1555358280	280463102	205593951	8909930	2928007	4806470	125206	28282	4889943	1305175	33718137	13892981	4289013	1046099	1343898	21299289	10508602	31807891	31798886	10396	283311944	208411562	1402052	72859	1098562	3798074	3740912	157	324423261	158530262	483638765	700620203	3417274	28512570	248510963	215899624	26782364	32575200	1850537	163344	3408969	35805	10523	78163	1481	327	482295	2629700
286	vips	1	518	35	5.064	0.526	2.30125	4.375	1577544691	12284572	1705679	11806636	488940861	6113720	1212133527	126398	126398	8330233	247438031	488350767	606351531	4942549	46716378	5252607	1333249	31497213	1488302870	1813616	1573382884	280851802	208675642	9266005	2984506	4958840	125037	24543	4844953	1296198	33214729	13822953	4162469	1021807	1321533	21249026	10567838	31816864	31809081	8269	279706286	205802736	1130676	72139	1093982	3691126	3633020	206	319940541	157974873	481338283	696275245	3424558	28525803	249489792	216722520	26939720	32731131	1851039	162575	3561204	35805	10215	78752	1245	329	477980	2596358
287	vips	2	518	35	5.064	0.486	1.8225	3.75	1568677796	12285990	1709990	11825889	485815222	6078986	1208384003	125503	125503	8436241	249056804	491779723	610375252	5031334	46971510	5203155	1341379	31439735	1494827925	1814452	1576495299	281862384	208286099	9049057	2954573	4889944	124322	26603	4821950	1296400	33187107	13790210	4242967	1062843	1340861	21265860	10687482	31953342	31945578	7942	282207003	207388623	1028408	72921	1473148	3788716	3732541	154	322619669	159108778	485073777	703142731	3435407	28517158	250326904	217369507	27139615	32921262	1845029	162280	3296102	35807	9843	78396	1077	327	476956	2575889
288	vips	3	518	35	5.072	0.446	1.95125	4.375	1581110743	12273534	1705275	11896375	490712436	6069864	1207790980	125545	125545	8312832	247851573	488945600	606995231	5018142	47058327	5390966	1389147	32460827	1486503459	1810656	1567733630	280395002	206884336	9077708	2908887	4805443	124796	23247	4862101	1302269	32890330	13590612	4204827	1074480	1344849	21090415	10525221	31615636	31608288	8877	280891188	206598002	1131556	72604	1365670	3717167	3660242	143	322006942	157661063	480900727	696154554	3463797	28485907	249276346	216474577	26978714	32765630	1841831	161503	3271916	35806	9807	78489	1165	333	474681	2558138
289	vips	1	614	36	5.064	0.526	1.841	3.5	1575802006	12068216	1669168	11676277	485488923	6039331	1209143324	126020	126020	8487248	247052552	488702808	609452955	4949873	46725948	5098340	1365041	31138583	1490438734	1811540	1585564520	281105108	206167506	9030113	2973681	4883142	124344	23315	4858557	1303520	32869698	13759529	4063916	1028198	1342752	21659972	11140910	32800882	32794223	6266	282264867	207604783	1250225	73070	1207654	3784561	3728480	141	322648624	159133084	484507902	701875937	3415642	28487371	247902079	215403840	26684722	32462102	1840807	162077	3244888	35805	10518	78735	1003	330	479180	2576356
290	vips	2	614	36	5.064	0.526	1.90675	3.625	1578556663	12026103	1687125	11816475	485112753	6078917	1205548274	125397	125397	8312324	248489485	490090254	607634856	4995440	46411918	5116142	1341332	31077823	1497883505	1814348	1593768968	282802922	206411898	8851179	2903171	4779768	124593	24610	4830227	1293829	32936378	13749684	4106639	1038431	1345494	21035116	10636871	31671987	31665118	6715	279027981	205268795	1643068	71884	1099298	3833529	3777541	147	324715657	157743918	480185352	694722624	3448522	28541242	246762649	214398707	26547228	32327809	1841819	162377	3254019	35805	9821	78745	1023	330	473764	2539203
291	vips	3	614	36	5.064	0.526	2.16975	4.125	1580559591	12150473	1673015	11811296	486426476	6045118	1222058883	126694	126694	8251866	246030279	485533197	602627106	4897558	46349143	5172632	1356673	31326531	1493859930	1812936	1585371079	281703193	206255879	8927623	2926271	4825101	118616	21546	4856618	1297022	32863414	13721180	4161903	1087959	1348999	21004459	10745694	31750153	31743431	7328	280248017	206124117	1134751	72411	1326076	3708323	3652682	134	321536389	158239603	481671989	696838656	3405824	28525600	247953421	215390759	26743215	32526529	1843479	161370	3351490	35809	10208	78469	954	328	479145	2680177
292	vips	1	710	35	5.072	0.526	1.77525	3.375	1609698063	12023260	1688465	11948646	491808790	6058584	1211133975	126091	126091	8314510	245863155	485454683	603404650	4930466	46518026	5134285	1327514	31030662	1491102795	1811332	1601673289	281243877	206255760	8895020	2892623	4782435	118463	18674	4832087	1292690	32810396	13826398	4137220	1059133	1353441	20362953	10523092	30886045	30879617	6284	279622245	205703528	1128142	72168	1204943	3758253	3702696	140	322102003	157755226	480591190	695646604	3425228	28530018	247765397	215288908	26662191	32440355	1846993	161145	3418289	35808	9853	78129	1023	327	474792	2531745
293	vips	2	710	35	5.064	0.567	1.771875	3.125	1590515820	12027109	1700198	11845369	484861683	5927303	1203820324	125303	125303	8284220	247420482	488335229	606001152	4966936	46466259	5140726	1348030	31200412	1508477728	1816672	1616940669	284902550	204905452	8827899	2921761	4782371	120131	20405	4860541	1297497	32655593	13776185	4046107	1032078	1339245	20210223	10482118	30692341	30686903	5955	281785956	207267695	1024186	73195	1316055	3764388	3708549	169	322235638	156960314	477747942	691184925	3411950	28529680	250914804	217829981	27265971	33048691	1848132	161755	3500119	35805	9500	78522	874	328	473866	2654847
294	vips	3	710	35	5.064	0.567	1.9845	3.5	1599097657	12049259	1675724	11756287	488178131	6074662	1205121515	125916	125916	8254624	247098599	487650843	605452474	4898297	46088265	4964514	1337588	30407141	1486395119	1811412	1592466655	280274892	205851785	8804696	2920641	4796394	120592	20207	4835533	1297352	32327971	13504267	3910630	999793	1303882	19606234	10504697	30110931	30105169	6535	279182844	205373247	1289763	72817	1204548	3817943	3762883	129	323749318	157299009	478656353	692349499	3417219	28490302	251015275	217871895	27324641	33107249	1845978	163319	3353636	35809	10845	78724	913	327	469824	2523467
295	vips	1	921	35	5.056	0.687	2.146875	3.125	1625150389	11871635	1681335	11701165	485740016	6009232	1197791065	125317	125317	8327284	248331432	489642484	608988220	4920401	45771870	4910498	1322111	30073966	1484346644	1811464	1624284961	280029692	206621036	8886600	2914358	4801693	118994	18639	4800666	1289929	32105185	13539664	3890686	1030316	1330194	19575255	10453514	30028769	30023499	5217	280404807	206277792	1133767	71931	1470658	3751979	3696665	488	320967022	157409636	479310053	693962797	3411577	28473474	245889260	213697784	26384232	32155341	1840348	160714	3348713	35805	9867	78478	834	336	468785	2543046
296	vips	2	921	35	5.056	0.687	2.146875	3.125	1621793252	11961142	1665288	11650130	484600267	6017685	1199277048	125087	125087	8222492	247976387	489507199	606351256	4925912	45778889	4916776	1334384	30257831	1481541696	1811428	1623008808	279752133	205223551	8772022	2913353	4742564	117858	19972	4858634	1297279	32468374	13770275	3888652	1031991	1323628	19640597	10410609	30051206	30046002	5311	280031412	206036319	1374590	71911	1590388	3780543	3725005	142	322327921	157148781	478322421	692081610	3409652	28500395	248458318	215772102	26879414	32650083	1839490	161639	3265914	35808	9828	79071	826	331	472896	2650048
297	vips	3	921	36	5.064	0.648	2.187	3.375	1622870067	11891108	1645951	11657939	485852788	6016170	1199892020	125151	125151	8160804	245967008	485104030	601944305	4896169	45567739	4804271	1319297	29645372	1487865816	1811668	1624447178	280658290	206147329	8931737	2912832	4818321	117130	21908	4830289	1299167	32561942	13904881	3859918	1013244	1309317	19477852	10342220	29820072	29815410	5213	281842457	207140749	1135408	71845	1709448	3716029	3661245	128	320448261	157392558	479664212	694147003	3430572	28505407	247693781	215179207	26706658	32478440	1845527	163356	3449314	35802	10200	79162	816	328	468277	2545596
298	vips	1	1036	36	5.056	0.728	2.184	3	1642430472	11941945	1683957	11816103	486391416	6094526	1216922656	126046	126046	8369117	247293986	488241538	607221477	5023143	45403807	4892185	1331036	29991335	1488908072	1812144	1645378821	281001229	205144196	8809576	2899633	4754824	116282	22097	4805255	1292556	32269996	13719733	3802919	1114477	1364304	19069565	10349351	29418916	29414539	4817	281840992	207271827	1248381	72770	1204545	3788408	3732463	124	321936486	157495351	479762773	694822984	3436303	28512813	245944490	213729225	26410118	32179126	1841706	160502	3388690	35805	10197	79417	635	325	469795	2558153
299	vips	2	1036	36	5.056	0.728	2.002	2.75	1651718847	11839127	1647863	11724402	489556716	6056344	1203983950	125507	125507	8237603	248205605	489449415	606764476	4892169	45909344	4888873	1321507	29970673	1499155677	1814960	1654127627	283166241	204722117	8998689	3003379	4904267	118616	19324	4798916	1290544	32231918	13657780	3751761	1061035	1338704	19256617	10439012	29695629	29691031	4301	283273133	207960313	1377635	73133	1320828	3820712	3765703	153	323630593	157752680	480459309	695353265	3442529	28551326	250368012	217477342	27082634	32854534	1843847	160730	3434939	35805	9823	79430	635	329	468072	2581942
300	vips	3	1036	35	5.064	0.729	2.00475	2.75	1637872226	11959981	1646586	11674771	484900610	6029090	1203332984	125374	125374	8311158	246772882	487096506	606641200	4874642	45876494	4932517	1335080	30300946	1499362031	1816440	1658869528	282700572	204873870	9061792	2933426	4817689	117518	18729	4827830	1293850	32286404	13742254	3862706	1090950	1356757	19193448	10374985	29568433	29563298	5275	282136363	207276790	1285612	73105	1204119	3802327	3746572	195	321952915	157562631	479922630	694690260	3534728	28504807	247111082	214697005	26603995	32377943	1841040	161512	3285842	35805	9839	78523	692	328	470441	2571359
301	vips	1	1132	35	5.056	0.768	2.208	2.875	1643515275	11932033	1641410	11598959	485711518	6038016	1202592055	125314	125314	8246807	250271685	492494104	610067381	4945561	45416825	4745059	1331702	29446483	1485557529	1812764	1646231385	280619705	205630567	9455305	2980447	5031958	121458	25647	4820321	1291779	32022201	13644105	3702300	1037625	1330373	18919425	10312674	29232099	29227836	4570	283627681	208215272	1642982	73931	1318359	3759521	3704508	138	320126910	156770523	477592923	691224116	3530560	28501539	249289803	216498055	26984557	32755612	1841129	159590	3393631	35805	10179	78142	529	327	472509	2701930
302	vips	2	1132	36	5.056	0.768	2.4	3.125	1651433280	11848691	1644489	11887846	486772164	6044144	1202218275	125000	125000	8227780	246161589	486307662	604143239	4898343	46152927	4764311	1327381	29521994	1472516031	1808620	1633993609	278126810	207052511	8953118	2894271	4825190	116923	20760	4840290	1299140	32053546	13601115	3774679	1062423	1350293	19197056	10360735	29557791	29553318	3971	278140524	204594107	1136986	72109	1360146	3748800	3693421	224	320234630	156494959	476491108	689397342	3439193	28497253	247125025	214745750	26572991	32343145	1843841	160946	3493378	35805	9825	78489	702	330	467243	2558372
303	vips	3	1132	36	5.056	0.728	2.093	2.875	1639082665	11686787	1632032	11693139	483509420	6037462	1204767972	125377	125377	8267841	246984061	487550993	605650847	5023254	46093059	4887363	1348458	30165507	1491843469	1814564	1653570737	281929409	205430471	8823361	2912493	4765339	119985	20803	4870727	1297806	31947350	13529513	3829988	1076284	1354295	19202052	10476361	29678413	29673603	4534	282667389	207734393	1376880	72195	1205948	3692434	3636150	187	318841717	156056498	474748241	686345930	3425405	28487227	246300634	213955442	26542184	32309055	1840560	161197	3286840	35805	9530	78779	710	325	465615	2527698
304	vips	1	1224	36	5.056	0.889	2.555875	2.875	1662936553	11827604	1642219	11675715	485164389	6055742	1203849748	125580	125580	8192190	246902956	487392459	603576910	4862839	45485514	4769224	1327334	29513006	1486789170	1812408	1661979313	280306211	204215900	8656780	2902758	4705429	116199	15596	4800606	1300433	31741278	13486883	3824838	1079083	1362406	19096967	10473729	29570696	29565716	3742	280109164	205896003	1373435	71575	1096820	3727881	3672835	908	319457757	157903274	481269474	696997640	3413581	28523314	248663023	216012140	26839031	32614748	1840673	161350	3360579	35805	10137	78442	516	327	471151	2596015
305	vips	2	1224	36	5.056	0.889	2.44475	2.75	1659000350	11862418	1639717	11793533	484447018	6051792	1206355514	125332	125332	8314183	245239130	484460024	602061274	4840368	45199116	4789799	1345586	29696979	1491540592	1812372	1672721363	281514816	204924423	8852463	2950211	4797348	118015	18351	4841486	1301588	32019976	13639474	3724720	1063898	1342258	19206937	10407222	29614159	29609373	3831	278127067	204566621	1292160	72036	1206950	3686099	3631566	271	318653478	157301420	479061982	693561960	3421696	28541630	246166519	213948344	26416608	32182044	1843444	162370	3391512	35809	9862	78502	709	328	466377	2520325
306	vips	3	1224	37	5.056	0.849	2.33475	2.75	1661858068	11766660	1648972	11793060	484658792	6033836	1201488361	124851	124851	8288874	247432678	488505721	608014805	4916166	45573637	4821067	1355695	29913915	1494386384	1815396	1671307726	282291177	204324664	8742469	2925484	4753799	115494	19476	4834990	1294548	32227263	13773487	3822052	1079735	1357489	19542144	10598452	30140596	30135705	4106	279596092	205533223	1132957	72369	1446602	3749287	3694557	229	320329346	156472334	477072902	690579038	3424676	28516226	247605789	215099935	26700402	32469720	1839708	160502	3304011	35810	10167	78434	522	330	468281	2565069
307	vips	1	1428	36	5.048	1.13	2.96625	2.625	1687529977	11708464	1642504	11519501	484664463	6004650	1200797617	125109	125109	8151353	246319461	486069057	603133449	4857804	45319663	4733170	1338850	29485062	1472864280	1808496	1683442076	278106355	204980338	8801611	2941627	4784071	116628	16470	4785817	1299448	31772202	13483336	3735261	1064100	1356441	19150389	10605400	29755789	29752226	3393	281395935	206704639	1241639	72334	1208152	3893201	3838533	156	324172341	157515822	479631532	694579437	3414886	28516843	246924088	214552022	26570901	32335932	1840575	162441	3351011	35805	9842	78487	508	329	465959	2500675
308	vips	2	1428	36	5.048	1.13	3.1075	2.75	1683449455	11654205	1633033	11544361	484856117	5997137	1196845286	124593	124593	8198715	246759474	487060922	603488485	4907314	45192156	4774565	1346908	29723492	1500971044	1814968	1705025114	283305954	204837239	8684749	2904748	4740037	116447	17645	4801396	1296979	31839550	13600400	3777566	1043394	1344363	19173992	10556368	29730360	29726611	3727	279614941	205662870	1295957	72130	1320005	3803888	3748893	169	322018488	157355814	479004801	693596607	3414173	28439424	247689297	215090947	26793922	32562211	1842327	161356	3456789	35805	9912	78480	491	327	464508	2492459
309	vips	3	1428	36	5.048	1.13	2.96625	2.625	1692567728	11729017	1674876	11554871	485690939	6059012	1210173942	125815	125815	8251094	247963754	488668412	606592916	4925233	45545399	4751743	1353040	29669817	1474199244	1808020	1681597050	278200678	204463578	8891374	2951230	4809073	116979	18914	4799926	1297761	31750892	13518127	3730439	1041330	1331785	19179711	10430937	29610648	29607353	3827	280132978	205931196	1023387	72470	1201110	3702538	3648530	118	319694492	157302665	479253552	693494235	3533912	28480689	245920559	213713734	26404548	32170688	1845210	162575	3487388	35805	9499	78133	592	324	467763	2553623
310	vips	1	1479	37	5.048	1.211	3.481625	2.875	1705164721	11835698	1641403	11781863	486585844	6057590	1215290041	126525	126525	8102194	246620123	486542971	602420756	4886892	45303987	4755191	1338073	29616488	1482159599	1812412	1695502987	279854193	203950386	8664639	2875494	4686625	115083	18442	4810742	1291203	31660110	13584023	3735715	1044117	1336074	18748959	10467507	29216466	29213204	3580	280491880	206309555	1289340	72622	1473327	3782908	3728326	176	321390454	158624018	483722702	700459087	3425286	28521003	248619807	215961384	26857928	32622290	1843343	162482	3429882	35805	9845	78450	504	324	468002	2653420
311	vips	2	1479	36	5.04	1.249	3.43475	2.75	1694267617	11615991	1646353	11653462	483963376	6011345	1202010315	125260	125260	8248638	249413736	491095876	608766791	4884418	45485183	4762999	1348937	29600052	1480342522	1811292	1698597424	279669332	205560666	8671781	2886301	4723302	119146	20318	4842202	1295453	31867492	13512799	3698429	1062053	1345010	18515075	10359268	28874343	28870469	3514	281501896	206914699	1242666	72679	1469453	3815814	3760957	230	321650344	158505328	483207495	700039973	3449488	28542103	247928791	215438397	26686464	32454244	1841145	160935	3375717	35806	9864	78828	458	330	466507	2643589
